Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
Dinosaur Nest with Egg and Caprolites,John Toeppen,"['A single egg remains in the nest, white, and on the right..  The other rocks are fossil dinosaur turds called caprolites.']",1,n/a,541,4,$10 ,https://sketchfab.com/3d-models/dinosaur-nest-with-egg-and-caprolites-52b65b77a1904b0da8b47788f7ed3529
Tyrannosaurus Rex - AMNH [Quick Scan],Thomas Flynn,"['240 pictures in a busy gallery with a Canon G7x, processed with RealityCapture, edited with Blender.', 'Compare to point cloud here', '“The 4-foot-long jaw, the 6-inch-long teeth, the massive thigh bones—almost everything about Tyrannosaurus rex indicates the enormous power of one of the largest theropod dinosaurs that ever existed.” ~ https://www.amnh.org/exhibitions/permanent-exhibitions/fossil-halls/hall-of-saurischian-dinosaurs/tyrannosaurus-rex']",0,3037,17800,366,n/a,https://sketchfab.com/3d-models/tyrannosaurus-rex-amnh-quick-scan-135a235bd3d743fbad55ab0919df23db
Tyrannosaurus Rex - AMNH [Point Cloud],Thomas Flynn,"['“The 4-foot-long jaw, the 6-inch-long teeth, the massive thigh bones—almost everything about Tyrannosaurus rex indicates the enormous power of one of the largest theropod dinosaurs that ever existed.', 'The fossil was originally arranged so that the dinosaur stood upright. Museum scientists later determined that it was more accurate to show the Tyrannosaurus rex mounted in a stalking position, with its head low, tail extended, and one foot slightly raised.” ~ https://www.amnh.org/exhibitions/permanent-exhibitions/fossil-halls/hall-of-saurischian-dinosaurs/tyrannosaurus-rex']",0,526,5165,104,n/a,https://sketchfab.com/3d-models/tyrannosaurus-rex-amnh-point-cloud-cdfbf34cce1d4071bb1b7271f367d057
Fossil Bones Pteranodon,Free 3D Models,"['Fossil Bones Pteranodon low-poly 3d model ready for Virtual Reality (VR), Augmented Reality (AR), games and other real-time apps.', 'Photogrammetry model from fossilized Pteranodon Longiceps, Leg and Claws.', 'Unclean mesh photogrammetry 3D Model of a Fossilized Pteranodon bones, with two LOD’s :', 'LOD0 - 180k polygons, 90.5k vertices. \nLOD1 - 20k polygons, 10k vertices.', 'All textures are included with Diffuse, Normal, Specular, AO and Displacement maps all of them at 4096x4096px resolution.']",0,99,649,8,n/a,https://sketchfab.com/3d-models/fossil-bones-pteranodon-84677c4e08004c05b057511ef81846f4
Sea Turtle Fossil scan,Austin Beaulier,"['Created in RealityCapture by Capturing Reality from 111 images in 00h:09m:36s.', 'Scanned with reality caputre \nhttps://sketchfab.com/Austin.Beaulier/store']",1,n/a,511,12,$9.99 ,https://sketchfab.com/3d-models/sea-turtle-fossil-scan-0d4cf4fdacab4e51986c68ee66f32a37
Herrerasaurus,Anderson12345,['a skull of herrerasaurus scanned of Fossil. Not mine.'],0,75,555,24,n/a,https://sketchfab.com/3d-models/herrerasaurus-6f1d954378ee4625a628b3ade5163a4a
ASTEROTRYGON Fossil,Free 3D Models,"['ASTEROTRYGON Fossil, Eocene.']",0,36,161,3,n/a,https://sketchfab.com/3d-models/asterotrygon-fossil-1cb2705b6a2c4be8ab9446705bb5684c
3DRT Dinosaurs - Stegosaurus,3DRT.com,"['Stegosaurus - 2080 tris.\n1024x1024 .jpg textures. \nDiffuse, normal and specular maps included.\n22 animations.', '0-5 stand_pose\n10-160 idle_01\n170-400 idle_02\n410-710 idle_03\n720-890 idle_eat\n900-940 walk\n950-1000 walk_back\n1010-1030 run_fast\n1040-1060 run\n1070-1110 turn_right\n1120-1160 turn_left\n1170-1250 death\n1260-1300 attack_01\n1300-1360 attack_02\n1360-1420 head kick\n1420-1460 roar\n1470-1570 injured\n1580-1700 surprised\n1710-1810 sleep\n1820-1850 yes\n1850-1880 no\n1880-1900 ducking']",1,n/a,1207,12,$29 ,https://sketchfab.com/3d-models/3drt-dinosaurs-stegosaurus-24176c1b3b104a3499c051f61a5e0a2b
Dinosaur Skin Impression,Olof Moleman,"['A skin impression of a hadrosaur, likely Edmontosaurus.', 'Location: Hell Creek formation, East of Glendale, Montana', 'Age: Maastrichtian, Cretaceous', 'Size: 7 cm']",1,n/a,2281,9,$3.99 ,https://sketchfab.com/3d-models/dinosaur-skin-impression-1d95213d5ed94f8dbab77e2a61252074
Dinosaur footprint: Grallator sp. (PRI 40798),Digital Atlas of Ancient Life,"['Fossil specimen of the dinosaur footprint Grallator sp. from the Jurassic of Connecticut (PRI 40798); footprint likely made by the dinosaur Coelophysis. Specimen is from the collections of the Paleontological Research Institution, Ithaca, New York. Length of footprint (not including surrounding rock) is approximately 13 cm. Model by Emily Hauf.']",0,71,1536,4,n/a,https://sketchfab.com/3d-models/dinosaur-footprint-grallator-sp-pri-40798-15b094475f43489fa8092d2a696c3044
Dimetrodon Dinosuar (photogrammetry),Austin Beaulier,"['The Dinosaur the Dimetrodon is an extinct genus of synapsids that lived during the Cisuralian, around 295–272 million years ago. It is a member of the family Sphenacodontidae', 'The Dimetrodon was a dominant carnivore during the Permian period, living mainly in swampy areas']",1,n/a,2928,67,$3.99 ,https://sketchfab.com/3d-models/dimetrodon-dinosuar-photogrammetry-c2f65e4e3fad4e199532ef79e6baea8d
Dinosaur's Claw,uStock,['Dinosaur’s Claw'],1,n/a,213,2,$4 ,https://sketchfab.com/3d-models/dinosaurs-claw-4e3697b761294ccc8171f3e26bb07fcd
Ammonite Fossil,Free 3D Models,['Fossilized Ammonite'],0,45,846,5,n/a,https://sketchfab.com/3d-models/ammonite-fossil-159eb07030a8446eb533d79116322349
Unidentified Fossil skull,Free 3D Models,['A Unidentified Fossil skull'],0,72,306,3,n/a,https://sketchfab.com/3d-models/unidentified-fossil-skull-dced56b102004f3aaa2d54f4018a0567
3DRT Dinosaurs - Triceratops,3DRT.com,"['Triceratops - 1642 tris. \n1024x1024 .jpg textures. \nDiffuse, normal and specular maps included.\n22 animations.', '0-5 stand_pose\n10-160 idle_01\n170-400 idle_02\n410-710 idle_03\n720-890 idle_eat\n900-940 walk\n950-1000 walk_back\n1010-1030 run_fast\n1040-1060 run\n1070-1110 turn_right\n1120-1160 turn_left\n1170-1250 death\n1260-1300 attack_01\n1300-1360 attack_02\n1360-1420 head kick\n1420-1460 roar\n1470-1570 injured\n1580-1700 surprised\n1710-1810 sleep\n1820-1850 yes\n1850-1880 no\n1880-1900 ducking']",1,n/a,1402,10,$29 ,https://sketchfab.com/3d-models/3drt-dinosaurs-triceratops-47930886c728400a925682149653f80b
3DRT Dinosaurs - Spinosaurus,3DRT.com,"['Spinosaurus - 1964 tris.\n1024x1024 .jpg textures. \nDiffuse, normal and specular maps included.\n22 animations.', '0-5 stand_pose\n10-160 idle_01\n170-400 idle_02\n410-710 idle_03\n720-890 idle_eat\n900-940 walk\n950-1000 walk_back\n1010-1030 run_fast\n1040-1060 run\n1070-1110 turn_right\n1120-1160 turn_left\n1170-1250 death\n1260-1300 attack_01\n1300-1360 attack_02\n1360-1420 head kick\n1420-1460 roar\n1470-1570 injured\n1580-1700 surprised\n1710-1810 sleep\n1820-1850 yes\n1850-1880 no\n1880-1900 ducking']",1,n/a,1376,10,$29 ,https://sketchfab.com/3d-models/3drt-dinosaurs-spinosaurus-01d550366ce6481d8d66bd8f9a44e20d
3DRT Dinosaurs - Parasaurolophus,3DRT.com,"['parasaurolophus - 1392 tris.\n1024x1024 .jpg textures. \nDiffuse, normal and specular maps included.\n22 animations.', '0-5 stand_pose\n10-160 idle_01\n170-400 idle_02\n410-710 idle_03\n720-890 idle_eat\n900-940 walk\n950-1000 walk_back\n1010-1030 run_fast\n1040-1060 run\n1070-1110 turn_right\n1120-1160 turn_left\n1170-1250 death\n1260-1300 attack_01\n1300-1360 attack_02\n1360-1420 head kick\n1420-1460 roar\n1470-1570 injured\n1580-1700 surprised\n1710-1810 sleep\n1820-1850 yes\n1850-1880 no\n1880-1900 ducking']",1,n/a,1964,9,$29 ,https://sketchfab.com/3d-models/3drt-dinosaurs-parasaurolophus-6c3a26aad2694ba4b2d189c9a5617f5f
Dinictis Mandible,Badlands Dinosaur Museum,"['Mandible of the miniature “false sabertooth cat” Dinictis sp.: one of the mid-sized predators of the North American Great Plains ~30 million years ago in the Oligocene Epoch. It belonged to the Nimravidae which were closely related to cats, but not a “true” cat, having shorter, stockier legs & a shorter tail. Dinictis likely walked plantigrade or flat-footed rather than on its toes like modern cats.', 'Scanned from an original fossil skull held in the collection of Badlands Dinosaur Museum, Dickinson Museum Center, Dickinson North Dakota. A public museum & registered non-profit:', 'http://dickinsonmuseumcenter.com/', 'File prepared by museum staff. Scan by Amanda Hendrix. Created using a Revopoint Pop2 scanner']",0,85,260,17,n/a,https://sketchfab.com/3d-models/dinictis-mandible-402df695e91c4bd09c6bfd7eb3ce5b8e
Mamen River Dragon,DailyArt,"['One of the largest sauropod dinosaurs found in China, its fossil was found at the crossing of MaMingXi in Yibin City. It is identified as sauropod subfamily. The total length of this genus is about 22 meters and the body height is nearly 7 meters. Its neck is very long, equivalent to half of its body length. It not only forms the length of each cervical vertebrae, but also has 19 cervical vertebrae, which is the most common species of sauropods. In addition, the neck is the longest of all dinosaurs (up to 12.1 meters). Compared with the cervical spine, the dorsal, sacral and caudal vertebrae are relatively less.']",0,3215,9659,276,n/a,https://sketchfab.com/3d-models/mamen-river-dragon-6e6611b4a204479aac83dfd96183e779
Dinosaur footprint Mount Morgan A1,anthony.romilio,"['Dinosaur footprint (A1.2) from the ceiling of the ‘fireclay caverns’ of Mount Morgan, Queensland, Australia in lake deposits ~195 million years old of Early Jurassic (Sinemurian) and is preserved as a track infill (i.e., an ‘outie’ rather than an ‘innie’).', 'The model was made based on photogrammeteric methods of a plaster replica made from a wax mould by the late ‘Ross’ Staines in 1954 when working as a geologist at Mount Morgan.', 'Not so much a ‘lost’ specimen because it was not known to science, this important specimen resolves decades old misconceptions of dinosaur track-maker identity and behaviour from this tracksite that has been permanently closed since 2011. ', 'For photos, tracksite maps, and descriptions see “Archival data provides insights into the ambiguous gait of theropod track-maker from the Lower Jurassic (Sinemurian) Razorback beds, Queensland, Australia: Evidence of theropod quadrupedalism?”\nhttps://doi.org/10.1080/08912963.2020.1720014', 'More to the story see http://tinyurl.com/uxq9zl6']",0,74,5143,5,n/a,https://sketchfab.com/3d-models/dinosaur-footprint-mount-morgan-a1-f81831f616ae47eab3a8a179efa0c4c9
"Pell de dinosaure, C.I. Dinosaures Fumanya",Giravolt,"['CAT Aquest fòssil mostra l’impressió de la pell d’un dinosaure, probablement un titanosaure, una mostra única a Europa que es conserva al Centre d’Interpretació Dinosaures de Fumanya. ', 'ES Este fosil muestra la impresión de la piel de un dinosaurio, probablemente un titanosaurio, una muestra única en Europa que se conserva en el Centre d’Interpretació Dinosaures de Fumanya.', 'EN This fossil shows the impression of the skin of a dinosaur, a titanosaur probably, a unique sample in Europe that is kept in the Centre d’Interpretació Dinosaures de Fumanya.', 'Model: Jaime Salguero.']",0,31,219,3,n/a,https://sketchfab.com/3d-models/pell-de-dinosaure-ci-dinosaures-fumanya-30367983c09f4a019e99a86196442708
3DRT - Dinosaurs - Tyrannosaurus,3DRT.com,"['Tyrannosaurus - 2054 tris.\n1024x1024 .jpg textures. \nDiffuse, normal and specular maps included.\n22 animations.', 'Animations list:', '0-5 stand_pose\n10-160 idle_01\n170-400 idle_02\n410-710 idle_03\n720-890 idle_eat\n900-940 walk\n950-1000 walk_back\n1010-1030 run_fast\n1040-1060 run\n1070-1110 turn_right\n1120-1160 turn_left\n1170-1250 death\n1260-1300 attack_01\n1300-1360 attack_02\n1360-1420 head kick\n1420-1460 roar\n1470-1570 injured\n1580-1700 surprised\n1710-1810 sleep\n1820-1850 yes\n1850-1880 no\n1880-1900 ducking']",1,n/a,2305,7,$29 ,https://sketchfab.com/3d-models/3drt-dinosaurs-tyrannosaurus-aa18b6bbd51347e3864e8f938607c14f
DINOSAUR CLAW - LOPOLY,Viky_3D,"['FBX size : 50,4 KB (BaseColor Embed)', 'GBL size : 535 KB (BaseColor Embed)', 'Inside Blender project file, textures are already associated.']",1,n/a,200,6,$4.99 ,https://sketchfab.com/3d-models/dinosaur-claw-lopoly-9e7615ebb38c4def96e1d0286e37464b
Tyrannosaurus Rex 3.0,3dartstevenz,"['Tyrannosaurus is a genus of large theropod dinosaur. The species Tyrannosaurus rex (rex meaning king in Latin), often called T. rex or colloquially T-Rex, is one of the best represented theropods. Tyrannosaurus lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the Upper Cretaceous period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids and among the last non-avian dinosaurs to exist before the Cretaceous–Paleogene extinction event.', 'instagram', 'artstation']",1,n/a,1,12600,$9.99 ,https://sketchfab.com/3d-models/tyrannosaurus-rex-30-652f56411cd346c080cfcdfa2b629136
Dinictis Cranium,Badlands Dinosaur Museum,"['Cranium of the miniature “false sabertooth cat” Dinictis sp.: one of the mid-sized predators of the North American Great Plains ~30 million years ago in the Oligocene Epoch. It belonged to the Nimravidae which were closely related to cats, but not a “true” cat, having shorter, stockier legs & a shorter tail. Dinictis likely walked plantigrade or flat-footed rather than on its toes like modern cats.', 'Scanned from an original fossil skull held in the collection of Badlands Dinosaur Museum, Dickinson Museum Center, Dickinson North Dakota. A public museum & registered non-profit:', 'http://dickinsonmuseumcenter.com/', 'File prepared by museum staff. Scan by Amanda Hendrix. Created using a Revopoint Pop2 scanner']",0,98,463,17,n/a,https://sketchfab.com/3d-models/dinictis-cranium-d8728a44657c4906a6ec02948d64751f
Tyrannosaurus Rex 3.0,3dartstevenz,"['Tyrannosaurus is a genus of large theropod dinosaur. The species Tyrannosaurus rex (rex meaning king in Latin), often called T. rex or colloquially T-Rex, is one of the best represented theropods. Tyrannosaurus lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the Upper Cretaceous period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids and among the last non-avian dinosaurs to exist before the Cretaceous–Paleogene extinction event.', 'instagram', 'artstation']",1,n/a,1,12600,$9.99 ,https://sketchfab.com/3d-models/tyrannosaurus-rex-30-652f56411cd346c080cfcdfa2b629136
