Title,Publisher,Description,Paid,Price,Date,Link,imgLink,Image
Carnotaurus Skull 3D Print Nodel,hasanoztrk,"This is a life size 3d digital model skull of a Carnotaurus. OBJ, ZPR, PLY, FBX and STL files. jaw is seperated. Carnotaurus (/?k??rno?'t??r?s/; lit.?'flesh bull') is a genus of theropod dinosaur that lived in South America during the Late Cretaceous period, probably sometime between 71 and 69 million years ago. The only species is Carnotaurus sastrei. Known from a single well-preserved skeleton, it is one of the best-understood theropods from the Southern Hemisphere. The skeleton, found in 1984, was uncovered in the Chubut Province of Argentina from rocks of the La Colonia Formation. Carnotaurus is a derived member of the Abelisauridae, a group of large theropods that occupied the large predatorial niche in the southern landmasses of Gondwana during the late Cretaceous. Within the Abelisauridae, the genus is often considered a member of the Brachyrostra, a clade of short-snouted forms restricted to South America.",TRUE,$25,06-Dec-23,https://www.turbosquid.com/3d-models/carnotaurus-skull-3d-print-nodel-3d-2161655,https://p.turbosquid.com/ts-thumb/18/qcyZSe/W9/111/png/1701896808/600x600/fit_q87/7fc0a4e149b29487090d0c4f1853ba941575b787/111.jpg,0
Velociraptor Skull 3d Print Model,hasanoztrk,"This is a life size 3d digital model skull of a Velociraptor. OBJ, ZTL, PLY, FBX and STL files. jaw is seperated. Velociraptor (/v??l?s?'ræpt?r, v?'l?s?ræpt?r/;[1] lit.?'swift thief') is a genus of small dromaeosaurid dinosaur that lived in Asia during the Late Cretaceous epoch, about 75 million to 71 million years ago. Two species are currently recognized, although others have been assigned in the past. The type species is V. mongoliensis; fossils of this species have been discovered in the Djadochta Formation, Mongolia. A second species, V. osmolskae, was named in 2008 for skull material from the Bayan Mandahu Formation, China.. Smaller than other dromaeosaurids like Deinonychus and Achillobator, Velociraptor was about 1.5–2.07 m (4.9–6.8 ft) long with a body mass between 15–18.3 kg (33–40 lb). It nevertheless shared many of the same anatomical features. It was a bipedal, feathered carnivore with a long tail and an enlarged sickle-shaped claw on each hindfoot, which is thought to have been used to tackle and restrain prey. Velociraptor can be distinguished from other dromaeosaurids by its long and low skull, with an upturned snout.",TRUE,$25,06-Dec-23,https://www.turbosquid.com/3d-models/velociraptor-skull-3d-print-model-3d-model-2161634,https://p.turbosquid.com/ts-thumb/PG/yQRqpM/ns/111/png/1701891487/600x600/fit_q87/6aeb0c1b9f9260fdf8cdbb25bd9f263f9405bfd0/111.jpg,0
Pachycephalosaurus Skull Print,hasanoztrk,"This is a life size 3d digital model skull of a Pachycephalosaurus. OBJ, ZTL, PLY, FBX and STL files. jaw is seperated. Pachycephalosaurus (/?pæk??s?f?l?'s??r?s/;[2] meaning thick-headed lizard, from Greek pachys-/pa???- thick, kephale/?efa?? head and sauros/sa???? lizard) is a genus of pachycephalosaurid dinosaurs. The type species, P. wyomingensis, is the only known species, but some researchers argue that there might be a second species, P. spinifer. It lived during the Late Cretaceous Period (Maastrichtian stage) of what is now North America. Remains have been excavated in Montana, South Dakota, Wyoming, and Alberta. It was a herbivorous creature which is primarily known from a single skull and a few extremely thick skull roofs, at 22 centimetres (9 inches) thick. More complete fossils have been found in recent years. Pachycephalosaurus was among the last non-avian dinosaurs before the Cretaceous–Paleogene extinction event. The genus Tylosteus has been synonymized with Pachycephalosaurus, as have the genera Stygimoloch and Dracorex in recent studies.[3][4]",TRUE,$25,06-Dec-23,https://www.turbosquid.com/3d-models/pachycephalosaurus-skull-3d-print-model-3d-model-2161623,https://p.turbosquid.com/ts-thumb/Kx/1aXijQ/j3/111/png/1701890308/600x600/fit_q87/e03149a51fb1368352c7916bec110ebc5496ef69/111.jpg,0
triceratops skull,Chunkz,made in blender 3d triceratops skull 3d model simple but a little high poly.,TRUE,$11,26-Nov-22,https://www.turbosquid.com/3d-models/triceratops-skull-3d-1992811,https://p.turbosquid.com/ts-thumb/rj/KEJMIQ/J5/1/jpg/1669442984/600x600/fit_q87/aed0d688e5ba2f09d671e2d312ca14951eb498e6/1.jpg,0
Smilodon Skull,Davix3D,Smilodon skull made with Blender 3.0 Perfect for 3D printing (STL format) All preview images are rendered with Blender (Engine:Eevee),TRUE,$16,05-May-22,https://www.turbosquid.com/3d-models/smilodon-skull-model-1893459,https://p.turbosquid.com/ts-thumb/tb/6pJ5qR/BT/1/png/1651748997/600x600/fit_q87/a7522918f2a84243013345159c12c5602420f7c2/1.jpg,0
centrosaurus,chervoncy,skull centrosaurus,TRUE,$19,17-Aug-21,https://www.turbosquid.com/3d-models/centrosaurus-3d-1774730,https://p.turbosquid.com/ts-thumb/fp/tkGHvT/bJ/3/jpg/1629200466/600x600/fit_q87/2e4e4e5c2a062115f36a80bfc3998a64b161727b/3.jpg,0
Brachiosaurus Puzzle,tamasszarvas,"I printed the dinosaur with 0.1 mm layer height and 10% infill. The sizes are good with my Ender 3, the parts are connecting good, but try it on your 3d pinter with only two parts first, and change the height of the parts if it is neccesarry. I attached the user manual in pdf, but you can build the dino without manual, too. This way is more difficult.",TRUE,$4,11-Mar-20,https://www.turbosquid.com/3d-models/3d-printed-dino-1521318,https://p.turbosquid.com/ts-thumb/pS/Q7yqKh/6HuhBdya/render11/png/1583917439/600x600/fit_q87/d99b68395feab1bfbbd4f58cf5a6c0397ff72687/render11.jpg,0
Human Evolution Skeleton System Darwin wooden puzzle - 18 Models,CGToon,"Model is optimized for easy import into any existing project - No special plugin needed to open scene All materials have their titles - Correct and simple mesh - Very easy to change - Clear hierarchy of models. The scene is rendered in Cinema 4D using Octane renderer. It is set up for rendering in the C4D file. .max (3Ds Max), - .mb (Maya), - .fbx (multi format), - .obj (multi format), zbrush-. stl.-",TRUE,$35,19-Jul-19,https://www.turbosquid.com/3d-models/3d-model-evolution-darwin-skeleton-1428001,https://p.turbosquid.com/ts-thumb/Zv/zRyHSg/blqiD6rh/0.224000/jpg/1563568939/600x600/fit_q87/25e998e8c05c906a112e973481355b91f4cf2bca/0.224000.jpg,0
Wooden Styracosaurus construction kit,3d_Dragon,"Styracosaurus 3D Wooden Puzzle. The model consists of a set of objects. Size: Length: 445 mm Width: 160 mm Height: 220 mm Tiling textures: Face_Grain: U:1,0 V:0,565 Edge_Grain: U:1,0 V:32,21 What is included: max format: - Complete vray scene as on preview images. Click render and you get same result. fbx format: -Without rendering setup, cameras, lights. Other archive: -animation frames without watermarks + alpha for them (all in png format). -preview images without watermarks + alpha for them (all in png format).",TRUE,$24,10-Apr-17,https://www.turbosquid.com/3d-models/3d-styracosaurus-wooden-model-1145954,https://p.turbosquid.com/ts-thumb/Ky/jq64kM/V3xLmtVy/01/png/1491846121/600x600/fit_q87/95910be916f90e08935477e73dca1a74bd913a4a/01.jpg,0
SKULL OF TRICERATOPS LOW POLY,Alex3d77,New model Triceratops skull ready for 3D printing. The model has a mount for hanging on the wall.,TRUE,$13,26-Sep-16,https://www.turbosquid.com/3d-models/triceratops-skull-3d-model/1076388,https://p.turbosquid.com/ts-thumb/9P/REZEIh/mugtWGlx/triceratops3dprintinglowpoly/jpg/1474896052/600x600/fit_q87/b7c9491ae14d5f2e26dcac5514ac6338565ad25f/triceratops3dprintinglowpoly.jpg,0
Woodcraft Tyrannosaurus,DLuffy,"Woodcraft Dinosuar Tyrannosaurus Toys This is a Woodcraft Construction of a Tirannosaurus Dinosaur 3D version,there is rigging already and very easy use. - 3dMax File for 3dsmax2012 and over, - OBJ File You can Learn how to use In C-activateVFX channel",TRUE,$79,12-May-16,https://www.turbosquid.com/3d-models/woodcraft-tirannosaurus-3d-model/1036161,https://p.turbosquid.com/ts-thumb/J1/B2YgfR/XJeYpUfv/00_show_large_rig/jpg/1515943550/600x600/fit_q87/cbffc32b396b3291e213a68cef395af7210c9420/00_show_large_rig.jpg,0
Thylacosmilus Skull (Hires Sculpt),the_Georgeous,"Very precize high resolution sculpt in ZBrush. Has 6 levels of subdivision, with clean topology, UVs unwrapped. Contains set of 4096x4096 .PSD maps (diffuse, specular, glossiness). Perfect for production (including close-up shots), science study and color 3d printing.",TRUE,$79,25-Feb-16,https://www.turbosquid.com/3d-models/sculpt-science-3d-model/1010054,https://p.turbosquid.com/ts-thumb/oD/Schd82/prxVEpRQ/brush_main/jpg/1456414890/600x600/fit_q87/3c04ed2ca96b9ca17226357c4b7f7aabdc51f738/brush_main.jpg,0
Thylacosmilus Skull Hipoly,the_Georgeous,"Extremely detailed hipoly model. Real world scale. All surfaces done with geometry, no displacement, normal or other maps. No UVs, no materials. Perfect for baking normals. Perfect for close-up shots. Fine detailed for big-size 3d printing.",TRUE,$49,25-Feb-16,https://www.turbosquid.com/3d-models/3d-model-cat/1009807,https://p.turbosquid.com/ts-thumb/We/xS32za/znH0fhBu/preview_01/jpg/1456385228/600x600/fit_q87/28adf80ab18be868d14fda6842a867f045d4bc3d/preview_01.jpg,0
Skull,BKnight13,Animal skull Dinosaur hight detail Dinosaur skeleton skull animal archeology museum history bones. Mamoth skull Iguanodon skull and teeth Allosaurus skull and teeth Elephant skull and teeth apes both teeth,TRUE,$100,31-Dec-15,https://www.turbosquid.com/3d-models/3d-model-animal-skull/991232,https://p.turbosquid.com/ts-thumb/pb/odLhhR/0JkdG0zB/skull_pack/jpg/1451489002/600x600/fit_q87/c59d8d44340fddc881c96d1d461a4a6008c6e3cd/skull_pack.jpg,0
Triceratops Skeleton Sculpture (Modern Art),Roman_Polyanyk,"This is 3D model of Modern Art Triceratops Skeleton Sculpture. The model is realistic, highly detailed with parts, necessary for correct model rendering. Features: - Most detailed and photorealistic model, presented on 3D Stock Markets. - Originally created with 3ds Max. - Location of the model in space: x=0, y=0, z=0 - Material is included and assigned. - Unit system is set to metric (mm). - No ngons used. - Previews rendered in 3ds Max with V-Ray as Renderer. - The model is ready to render at 3ds Max with V-Ray plugin.",TRUE,$57,20-Oct-15,https://www.turbosquid.com/3d-models/3d-modern-art-triceratops-skeleton-model/970767,https://p.turbosquid.com/ts-thumb/uw/GHNcmQ/mBB61LP2/triceratops1/jpg/1445339627/600x600/fit_q87/8d3a49004e4c094b2ba07f637a51a3e83d040c2d/triceratops1.jpg,0
Prehistoric Reptile Skull Lowpoly,the_Georgeous,"Highly realistic prehistoric skull, naturally decayed and slightly damaged in soil. Model works perfectly with game engines. Also suitable as a dragon/alien skull. Sculpted from a real-world reference Contains two sets of maps: 4096x4096 .TGA (normal and diffuse) 1024x1024 .JPG (normal and diffuse) Archive contains formats: .OBJ, .FBX, .3DS, .MAX (2011), .MAX (2014)",TRUE,$16,30-Jun-15,https://www.turbosquid.com/3d-models/3d-realistic-prehistoric-skull-model/940434,https://p.turbosquid.com/ts-thumb/oo/Bsk7DS/VutBUUz8/screenshot023/jpg/1435849954/600x600/fit_q87/4dde332035164bace4ec75ea8e104278a3aa0c0c/screenshot023.jpg,0
Dinosaur Skull,Polygonal Miniatures,"High Resolution 3D Dinosaur Skull Model OBJ & FBX File Format 3 LOD's: 5k, 20k and 300k Mesh Normal, Displacement and Texturemaps: 4096px*4096px Bonus texture Maps: Red, Blue and Black (4k) High Detail, Photorealistic.",TRUE,$20,22-Jan-14,https://www.turbosquid.com/3d-models/dinosaur-skull-3d-x/794770,https://p.turbosquid.com/ts-thumb/jN/VdCS0R/XUkRZTvw/_0086_dinoskull2/png/1451141819/600x600/fit_q87/05b036927995013b91a845ad13f6627d450a2369/_0086_dinoskull2.jpg,0
TRex Skull,MakerOfStuff,This T-Rex skull is ready for 3d printing. It is over 1 million polygons to hold all the fine details. There is no bump map applied to this model. The bumps and details are all made from polygons.,TRUE,$80,29-Jul-13,https://www.turbosquid.com/3d-models/3d-model-t-rex-skull/756819,https://p.turbosquid.com/ts-thumb/hf/bD6muV/RDfls3uE/skullstillsforts_compd_a_0001/jpg/1375070542/600x600/fit_q87/0ea622ade5c1d7e7328ab3db2492b0b6b54edffb/skullstillsforts_compd_a_0001.jpg,0
Triceratops Skull,MichaelTaylor3D,"This is a triceratops skull rendered in mental ray using subsurface scattering for a realistic look. It was built using quads and it has a great polyflow and can be easily animated. It is very detailed utilizing both normal and bump maps. All texture maps have been placed precisely on the surface of this model. The UV""s have been flattened out and are non-overlapping",TRUE,$50,19-Jan-11,https://www.turbosquid.com/3d-models/3d-model-triceratops-skull/581500,https://p.turbosquid.com/ts-thumb/eQ/uboHD0/NJxr4T9x/2/jpg/1295457032/600x600/fit_q87/d753b8b7d3583105b52c89eae22988927114463d/2.jpg,0
Wooden Dinosaur Model,MonkDarkfyre,"Detailed and accurate model of a wooden Tyrannosaurus Rex model. Both an assembled model and the individual pieces are included in the file, as well as mapping coordinates and a basic wood material. Single model contains 21,746 polygons and 27,101 vertexes.",TRUE,$10,29-Oct-10,https://www.turbosquid.com/3d-models/wooden-wood-3d-model/565806,https://p.turbosquid.com/ts-thumb/YR/IfvZYj/su3rNmWD/wooddino01/jpg/1288386993/600x600/fit_q87/edec90665e175d7ffee309196d5eab5322b29d2f/wooddino01.jpg,0
Triceratops skull,Ghostfishe,"The skull of Triceratops, probably one of the most popular dinosaurs of all time.",TRUE,$10,28-Aug-10,https://www.turbosquid.com/3d-models/skull-triceratops-3d-model/553483,https://p.turbosquid.com/ts-thumb/oH/HpJEku/oAseV6F0/triceratops/jpg/1282962149/600x600/fit_q87/12eb3bb85a3eaea7e7d129e33bffcbcd918eca9c/triceratops.jpg,0
Triceratops skull,TrueAngel,"Triceratops skull complete with lower jaw bone, teeth and horns.",TRUE,$5,15-Jul-10,https://www.turbosquid.com/3d-models/triceratops-skull-3d-model/545572,https://p.turbosquid.com/ts-thumb/MN/aRrBZs/YtYMFMcg/tricer1/jpg/1279218255/600x600/fit_q87/b84bf46e9d841ed3cc758fde731c2c88d4c7ac65/tricer1.jpg,0
DinoMAX,ismagarri,A puzzle 3d with wood texture. 3d Max 2009 All in a file ZIP,TRUE,$3,08-Aug-09,https://www.turbosquid.com/3d-models/3d-puzzle-wood/480103,https://p.turbosquid.com/ts-thumb/HA/rswby3/x28geYk3/dino2/jpg/1249747044/600x600/fit_q87/3a2396b97f5d7e24f3c56b44635e29261dcf1095/dino2.jpg,0
DinoMAX,ismagarri,A triceratops puzzle in 3d with texture. 3d max 2009 All in a file ZIP.,TRUE,$3,08-Aug-09,https://www.turbosquid.com/3d-models/puzzle-triceratops-3d-3ds/480099,https://p.turbosquid.com/ts-thumb/Vq/88Jbv7/v9cHSehN/dino/jpg/1249745851/600x600/fit_q87/98f05d134be54e86a50c778e3a8a76552b111760/dino.jpg,0
DINOSAUR.dxf,dwcarpy,3D puzzle style dinosaur - Wood cut out model,TRUE,$7.50,11-Jan-09,https://www.turbosquid.com/3d-models/puzzle-dinosaur-3d-model/437438,https://p.turbosquid.com/ts-thumb/OR/OTRPVy/uPQdQttq/3ddino/jpeg/1231639659/600x600/fit_q87/eef0d16e78e1b2715a35306a96549938b756591a/3ddino.jpg,0
styracosaurus,Metexx,wooden jigsaw model of styracosaurus,TRUE,$19,05-Sep-08,https://www.turbosquid.com/3d-models/3ds-max-styracosaurus/419658,https://p.turbosquid.com/ts-thumb/eM/66aF9g/tR5opxKY/render01_1000/jpg/1301851846/600x600/fit_q87/e2f96a66a4004fa48c09f976e73da58490a023b3/render01_1000.jpg,0
Brontosaurus,FranciscoC,"wood puzzle dinosaur desk toy, all are polygon files except the rhino file which is native and in surfaces.",TRUE,$20,15-Jun-07,https://www.turbosquid.com/3d-models/3d-model-of-puzzle-dinosaur-toy/357488,https://p.turbosquid.com/ts-thumb/wv/xrZ3dy/4DA5xXeE/brontosaurus/jpg/1181891996/600x600/fit_q87/6426c29dc8dec33f6f7649e1cb44a781a94e9c44/brontosaurus.jpg,0
Apatosaurus,FranciscoC,"wood puzzle dinosaur desk toy, all are polygon files except the rhino file which is native and in surfaces.",TRUE,$20,15-Jun-07,https://www.turbosquid.com/3d-models/puzzle-dinosaur-toy-3ds/357478,https://p.turbosquid.com/ts-thumb/Dr/YUki4n/XOzMfUkA/apatosaurus/jpg/1181890730/600x600/fit_q87/dc35dd99b219b65dc1fc13719a41b3096251f410/apatosaurus.jpg,0
tyranno.max,naoki tanabe,Dinosaur TIRANOSAURUSU Model It is the skull model of TIRANOSAURUSU.,TRUE,$35,19-Apr-04,https://www.turbosquid.com/3d-models/tiranosaurusu-dinosaur-3d-model/229269,https://p.turbosquid.com/ts-thumb/Xw/04l2jk/mfY1G5qJ/tiranosaurusudinosaur3dmodel_0/jpg/1082387274/600x600/fit_q87/317aef87c5126e2fc4465cb61c2fb1512a5e06ce/tiranosaurusudinosaur3dmodel_0.jpg,0
Smilodon Skull Lowpoly,the_Georgeous,"Lowpoly game model. Fossil skull of Smilodon Fatalis, AKA Sabertooth cat (tiger) Made as a retopology mesh from highpoly sculpt. All details baked into normals map. Comes with HiRes (.tga, 4096) diffuse and normals maps. No plugins required. Tested. Game-Ready. Real-world scaled in centimeters. Include .FBX (2006), .OBJ and .MAX (2013) files",TRUE,$16,25-Jul-14,https://www.turbosquid.com/3d-models/fossil-skull-smilodon-cat-max/837844,https://p.turbosquid.com/ts-thumb/Vk/gc6NvH/2gyXzE36/screenshot043/jpg/1436131142/600x600/fit_q87/e1c0dbf3da18577317f0d57ae32a90cff7f23fd1/screenshot043.jpg,0
